
cnae_tronco,cnae_completo,descricao_cnae,grau_risco,fonte
46451,4645-1/02,Comércio atacadista de próteses e artigos de ortopedia,2,NR-4 2023
46451,4645-1/03,Comércio atacadista de produtos odontológicos,2,NR-4 2023
46460,4646-0/01,Comércio atacadista de cosméticos e produtos de perfumaria,2,NR-4 2023
46460,4646-0/02,Comércio atacadista de produtos de higiene pessoal,2,NR-4 2023
46478,4647-8/01,Comércio atacadista de artigos de escritório e de papelaria,2,NR-4 2023
46478,4647-8/02,"Comércio atacadista de livros, jornais e outras publicações",2,NR-4 2023
46494,4649-4/01,Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico,2,NR-4 2023
46494,4649-4/02,Comércio atacadista de aparelhos eletrônicos de uso pessoal e doméstico,2,NR-4 2023
46494,4649-4/03,"Comércio atacadista de bicicletas, triciclos e outros veículos recreativos",2,NR-4 2023
46494,4649-4/04,Comércio atacadista de móveis e artigos de colchoaria,2,NR-4 2023
46494,4649-4/05,Comércio atacadista de artigos de tapeçaria; persianas e cortinas,2,NR-4 2023
46494,4649-4/06,"Comércio atacadista de lustres, luminárias e abajures",2,NR-4 2023
46494,4649-4/07,"Comércio atacadista de filmes, CDs, DVDs, fitas e discos",2,NR-4 2023
46494,4649-4/08,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar",2,NR-4 2023
46494,4649-4/09,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar, com atividade de fracionamento e acondicionamento associada",2,NR-4 2023
46494,4649-4/10,"Comércio atacadista de jóias, relógios e bijuterias, inclusive pedras preciosas e semipreciosas lapidadas",2,NR-4 2023
46494,4649-4/99,Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente,2,NR-4 2023
46516,4651-6/01,Comércio atacadista de equipamentos de informática,3,NR-4 2023
46516,4651-6/02,Comércio atacadista de suprimentos para informática,3,NR-4 2023
46524,4652-4/00,Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação,3,NR-4 2023
46613,4661-3/00,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças",3,NR-4 2023
46621,4662-1/00,"Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças",3,NR-4 2023
46630,4663-0/00,Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças,3,NR-4 2023
46648,4664-8/00,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças",3,NR-4 2023
46656,4665-6/00,Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças,3,NR-4 2023
46699,4669-9/01,Comércio atacadista de bombas e compressores; partes e peças,3,NR-4 2023
46699,4669-9/99,Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças,3,NR-4 2023
46711,4671-1/00,Comércio atacadista de madeira e produtos derivados,3,NR-4 2023
46729,4672-9/00,Comércio atacadista de ferragens e ferramentas,3,NR-4 2023
46737,4673-7/00,Comércio atacadista de material elétrico,3,NR-4 2023
46745,4674-5/00,Comércio atacadista de cimento,3,NR-4 2023
46818,4681-8/01,"Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador retalhista (TRR)",3,NR-4 2023
46818,4681-8/02,Comércio atacadista de combustíveis realizado por transportador retalhista (TRR),3,NR-4 2023
46818,4681-8/03,"Comércio atacadista de combustíveis de origem vegetal, exceto álcool carburante",3,NR-4 2023
46818,4681-8/04,Comércio atacadista de combustíveis de origem mineral em bruto,3,NR-4 2023
46818,4681-8/05,Comércio atacadista de lubrificantes,3,NR-4 2023
46826,4682-6/00,Comércio atacadista de gás liquefeito de petróleo (GLP),3,NR-4 2023
46834,4683-4/00,"Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo",3,NR-4 2023
46842,4684-2/01,Comércio atacadista de resinas e elastômeros,3,NR-4 2023
46842,4684-2/02,Comércio atacadista de solventes,3,NR-4 2023
46842,4684-2/99,Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente,3,NR-4 2023
46851,4685-1/00,"Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção",3,NR-4 2023
46869,4686-9/01,Comércio atacadista de papel e papelão em bruto,3,NR-4 2023
46869,4686-9/02,Comércio atacadista de embalagens,3,NR-4 2023
46877,4687-7/01,Comércio atacadista de resíduos de papel e papelão,3,NR-4 2023
46877,4687-7/02,"Comércio atacadista de resíduos e sucatas não metálicos, exceto de papel e papelão",3,NR-4 2023
46877,4687-7/03,Comércio atacadista de resíduos e sucatas metálicos,3,NR-4 2023
46893,4689-3/01,"Comércio atacadista de produtos da extração mineral, exceto combustíveis",3,NR-4 2023
46893,4689-3/02,Comércio atacadista de fios e fibras beneficiados,3,NR-4 2023
46893,4689-3/99,Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente,3,NR-4 2023
46915,4691-5/00,"Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios",2,NR-4 2023
46923,4692-3/00,"Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários",2,NR-4 2023
46931,4693-1/00,"Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários",1,NR-4 2023
47113,4711-3/01,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados",2,NR-4 2023
47113,4711-3/02,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados",2,NR-4 2023
47121,4712-1/00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",2,NR-4 2023
47130,4713-0/02,"Lojas de variedades, exceto lojas de departamentos ou magazines",2,NR-4 2023
47130,4713-0/04,"Lojas de departamentos ou magazines, exceto lojas francas (Duty free)",2,NR-4 2023
47130,4713-0/05,"Lojas francas (Duty Free) de aeroportos, portos e em fronteiras terrestres",2,NR-4 2023
47211,4721-1/02,Padaria e confeitaria com predominância de revenda,2,NR-4 2023
47211,4721-1/03,Comércio varejista de laticínios e frios,2,NR-4 2023
47211,4721-1/04,"Comércio varejista de doces, balas, bombons e semelhantes",2,NR-4 2023
47229,4722-9/01,Comércio varejista de carnes - açougues,3,NR-4 2023
47229,4722-9/02,Peixaria,3,NR-4 2023
47237,4723-7/00,Comércio varejista de bebidas,2,NR-4 2023
47245,4724-5/00,Comércio varejista de hortifrutigranjeiros,2,NR-4 2023
47296,4729-6/01,Tabacaria,3,NR-4 2023
47296,4729-6/02,Comércio varejista de mercadorias em lojas de conveniência,3,NR-4 2023
47296,4729-6/99,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,3,NR-4 2023
47318,4731-8/00,Comércio varejista de combustíveis para veículos automotores,3,NR-4 2023
47326,4732-6/00,Comércio varejista de lubrificantes,4,NR-4 2023
47415,4741-5/00,Comércio varejista de tintas e materiais para pintura,2,NR-4 2023
47423,4742-3/00,Comércio varejista de material elétrico,1,NR-4 2023
47431,4743-1/00,Comércio varejista de vidros,2,NR-4 2023
47440,4744-0/01,Comércio varejista de ferragens e ferramentas,2,NR-4 2023
47440,4744-0/02,Comércio varejista de madeira e artefatos,2,NR-4 2023
47440,4744-0/03,Comércio varejista de materiais hidráulicos,2,NR-4 2023
47440,4744-0/04,"Comércio varejista de cal, areia, pedra britada, tijolos e telhas",2,NR-4 2023
47440,4744-0/05,Comércio varejista de materiais de construção não especificados anteriormente,2,NR-4 2023
47440,4744-0/06,Comércio varejista de pedras para revestimento,2,NR-4 2023
47440,4744-0/99,Comércio varejista de materiais de construção em geral,2,NR-4 2023
47512,4751-2/01,Comércio varejista especializado de equipamentos e suprimentos de informática,1,NR-4 2023
47512,4751-2/02,Recarga de cartuchos para equipamentos de informática,1,NR-4 2023
47521,4752-1/00,Comércio varejista especializado de equipamentos de telefonia e comunicação,1,NR-4 2023
47539,4753-9/00,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo,1,NR-4 2023
47547,4754-7/01,Comércio varejista de móveis,1,NR-4 2023
47547,4754-7/02,Comércio varejista de artigos de colchoaria,1,NR-4 2023
47547,4754-7/03,Comércio varejista de artigos de iluminação,1,NR-4 2023
47555,4755-5/01,Comércio varejista de tecidos,1,NR-4 2023
47555,4755-5/02,Comercio varejista de artigos de armarinho,1,NR-4 2023
47555,4755-5/03,"Comercio varejista de artigos de cama, mesa e banho",1,NR-4 2023
47563,4756-3/00,Comércio varejista especializado de instrumentos musicais e acessórios,1,NR-4 2023
47571,4757-1/00,"Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação",1,NR-4 2023
47598,4759-8/01,"Comércio varejista de artigos de tapeçaria, cortinas e persianas",1,NR-4 2023
47598,4759-8/99,Comércio varejista de outros artigos de uso doméstico não especificados anteriormente,1,NR-4 2023
47610,4761-0/01,Comércio varejista de livros,1,NR-4 2023
47610,4761-0/02,Comércio varejista de jornais e revistas,1,NR-4 2023
47610,4761-0/03,Comércio varejista de artigos de papelaria,1,NR-4 2023
47628,4762-8/00,"Comércio varejista de discos, CDs, DVDs e fitas",1,NR-4 2023
47636,4763-6/01,Comércio varejista de brinquedos e artigos recreativos,1,NR-4 2023
47636,4763-6/02,Comércio varejista de artigos esportivos,1,NR-4 2023
47636,4763-6/03,Comércio varejista de bicicletas e triciclos; peças e acessórios,1,NR-4 2023
47636,4763-6/04,"Comércio varejista de artigos de caça, pesca e camping",1,NR-4 2023
47636,4763-6/05,Comércio varejista de embarcações e outros veículos recreativos; peças e acessórios,1,NR-4 2023
47717,4771-7/01,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas",2,NR-4 2023
47717,4771-7/02,"Comércio varejista de produtos farmacêuticos, com manipulação de fórmulas",2,NR-4 2023
47717,4771-7/03,Comércio varejista de produtos farmacêuticos homeopáticos,2,NR-4 2023
47717,4771-7/04,Comércio varejista de medicamentos veterinários,2,NR-4 2023
47725,4772-5/00,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",1,NR-4 2023
47733,4773-3/00,Comércio varejista de artigos médicos e ortopédicos,1,NR-4 2023
47741,4774-1/00,Comércio varejista de artigos de óptica,1,NR-4 2023
47814,4781-4/00,Comércio varejista de artigos do vestuário e acessórios,1,NR-4 2023
47822,4782-2/01,Comércio varejista de calçados,1,NR-4 2023
47822,4782-2/02,Comércio varejista de artigos de viagem,1,NR-4 2023
47831,4783-1/01,Comércio varejista de artigos de joalheria,1,NR-4 2023
47831,4783-1/02,Comércio varejista de artigos de relojoaria,1,NR-4 2023
47849,4784-9/00,Comércio varejista de gás liqüefeito de petróleo (GLP),3,NR-4 2023
47857,4785-7/01,Comércio varejista de antiguidades,2,NR-4 2023
47857,4785-7/99,Comércio varejista de outros artigos usados,2,NR-4 2023
47890,4789-0/01,"Comércio varejista de suvenires, bijuterias e artesanatos",1,NR-4 2023
47890,4789-0/02,Comércio varejista de plantas e flores naturais,1,NR-4 2023
47890,4789-0/03,Comércio varejista de objetos de arte,1,NR-4 2023
47890,4789-0/04,Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação,1,NR-4 2023
47890,4789-0/05,Comércio varejista de produtos saneantes domissanitários,1,NR-4 2023
47890,4789-0/06,Comércio varejista de fogos de artifício e artigos pirotécnicos,1,NR-4 2023
47890,4789-0/07,Comércio varejista de equipamentos para escritório,1,NR-4 2023
47890,4789-0/08,Comércio varejista de artigos fotográficos e para filmagem,1,NR-4 2023
47890,4789-0/09,Comércio varejista de armas e munições,1,NR-4 2023
47890,4789-0/99,Comércio varejista de outros produtos não especificados anteriormente,1,NR-4 2023
49116,4911-6/00,Transporte ferroviário de carga,3,NR-4 2023
49124,4912-4/01,Transporte ferroviário de passageiros intermunicipal e interestadual,2,NR-4 2023
49124,4912-4/02,Transporte ferroviário de passageiros municipal e em região metropolitana,2,NR-4 2023
49124,4912-4/03,Transporte metroviário,2,NR-4 2023
49213,4921-3/01,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",3,NR-4 2023
49213,4921-3/02,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",3,NR-4 2023
49221,4922-1/01,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana",3,NR-4 2023
49221,4922-1/02,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, interestadual",3,NR-4 2023
49221,4922-1/03,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, internacional",3,NR-4 2023
49230,4923-0/01,Serviço de táxi,3,NR-4 2023
49230,4923-0/02,Serviço de transporte de passageiros - locação de automóveis com motorista,3,NR-4 2023
49248,4924-8/00,Transporte escolar,3,NR-4 2023
49299,4929-9/01,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal",3,NR-4 2023
49299,4929-9/02,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional",3,NR-4 2023
49299,4929-9/03,"Organização de excursões em veículos rodoviários próprios, municipal",3,NR-4 2023
49299,4929-9/04,"Organização de excursões em veículos rodoviários próprios, intermunicipal, interestadual e internacional",3,NR-4 2023
49299,4929-9/99,Outros transportes rodoviários de passageiros não especificados anteriormente,3,NR-4 2023
49302,4930-2/01,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal",4,NR-4 2023
49302,4930-2/02,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",4,NR-4 2023
49302,4930-2/03,Transporte rodoviário de produtos perigosos,4,NR-4 2023
49302,4930-2/04,Transporte rodoviário de mudanças,4,NR-4 2023
49400,4940-0/00,Transporte dutoviário,3,NR-4 2023
49507,4950-7/00,"Trens turísticos, teleféricos e similares",1,NR-4 2023
50122,5012-2/01,Transporte marítimo de longo curso - Carga,2,NR-4 2023
50122,5012-2/02,Transporte marítimo de longo curso - Passageiros,2,NR-4 2023
50220,5022-0/01,"Transporte por navegação interior de passageiros em linhas regulares, municipal, exceto travessia",3,NR-4 2023
50220,5022-0/02,"Transporte por navegação interior de passageiros em linhas regulares, intermunicipal, interestadual e internacional, exceto travessia",3,NR-4 2023
50998,5099-8/01,Transporte aquaviário para passeios turísticos,1,NR-4 2023
50998,5099-8/99,Outros transportes aquaviários não especificados anteriormente,1,NR-4 2023
51129,5112-9/01,Serviço de táxi aéreo e locação de aeronaves com tripulação,2,NR-4 2023
51129,5112-9/99,Outros serviços de transporte aéreo de passageiros não regular,2,NR-4 2023
51200,5120-0/00,Transporte aéreo de carga,3,NR-4 2023
51307,5130-7/00,Transporte espacial,1,NR-4 2023
52125,5212-5/00,Carga e descarga,2,NR-4 2023
52290,5229-0/01,"Serviços de apoio ao transporte por táxi, inclusive centrais de chamada",3,NR-4 2023
52290,5229-0/02,Serviços de reboque de veículos,3,NR-4 2023
52290,5229-0/99,Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente,3,NR-4 2023
52397,5239-7/01,Serviços de praticagem,4,NR-4 2023
52397,5239-7/99,Atividades auxiliares dos transportes aquaviários não especificadas anteriormente,4,NR-4 2023
52508,5250-8/01,Comissaria de despachos,1,NR-4 2023
52508,5250-8/02,Atividades de despachantes aduaneiros,1,NR-4 2023
52508,5250-8/03,"Agenciamento de cargas, exceto para o transporte marítimo",1,NR-4 2023
52508,5250-8/04,Organização logística do transporte de carga,1,NR-4 2023
52508,5250-8/05,Operador de transporte multimodal - OTM,1,NR-4 2023
53105,5310-5/01,Atividades do Correio Nacional,2,NR-4 2023
53105,5310-5/02,Atividades de franqueadas e permissionárias do Correio Nacional,2,NR-4 2023
53202,5320-2/01,Serviços de malote não realizados pelo Correio Nacional,1,NR-4 2023
53202,5320-2/02,Serviços de entrega rápida,1,NR-4 2023
55108,5510-8/01,Hotéis,2,NR-4 2023
55108,5510-8/02,Apart-hotéis,2,NR-4 2023
55108,5510-8/03,Motéis,2,NR-4 2023
55906,5590-6/01,"Albergues, exceto assistenciais",1,NR-4 2023
55906,5590-6/02,Campings,1,NR-4 2023
55906,5590-6/03,Pensões (alojamento),1,NR-4 2023
55906,5590-6/99,Outros alojamentos não especificados anteriormente,1,NR-4 2023
56112,5611-2/01,Restaurantes e similares,2,NR-4 2023
56112,5611-2/03,"Lanchonetes, casas de chá, de sucos e similares",2,NR-4 2023
56112,5611-2/04,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",2,NR-4 2023
56112,5611-2/05,"Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento",2,NR-4 2023
56121,5612-1/00,Serviços ambulantes de alimentação,2,NR-4 2023
56201,5620-1/01,Fornecimento de alimentos preparados preponderantemente para empresas,1,NR-4 2023
56201,5620-1/02,Serviços de alimentação para eventos e recepções - bufê,1,NR-4 2023
56201,5620-1/03,Cantinas - serviços de alimentação privativos,1,NR-4 2023
56201,5620-1/04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,1,NR-4 2023
58115,5811-5/00,Edição de livros,3,NR-4 2023
58123,5812-3/01,Edição de jornais diários,3,NR-4 2023
58123,5812-3/02,Edição de jornais não diários,3,NR-4 2023
58131,5813-1/00,Edição de revistas,3,NR-4 2023
58191,5819-1/00,"Edição de cadastros, listas e outros produtos gráficos",2,NR-4 2023
58212,5821-2/00,Edição integrada à impressão de livros,3,NR-4 2023
58221,5822-1/01,Edição integrada à impressão de jornais diários,3,NR-4 2023
58221,5822-1/02,Edição integrada à impressão de jornais não diários,3,NR-4 2023
58239,5823-9/00,Edição integrada à impressão de revistas,3,NR-4 2023
58298,5829-8/00,"Edição integrada à impressão de cadastros, listas e outros produtos gráficos",1,NR-4 2023
59111,5911-1/01,Estúdios cinematográficos,2,NR-4 2023
59111,5911-1/02,Produção de filmes para publicidade,2,NR-4 2023
59111,5911-1/99,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",2,NR-4 2023
59120,5912-0/01,Serviços de dublagem,2,NR-4 2023
59120,5912-0/02,Serviços de mixagem sonora em produção audiovisual,2,NR-4 2023
59120,5912-0/99,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",2,NR-4 2023
59138,5913-8/00,"Distribuição cinematográfica, de vídeo e de programas de televisão",2,NR-4 2023
59146,5914-6/00,Atividades de exibição cinematográfica,2,NR-4 2023
59201,5920-1/00,Atividades de gravação de som e de edição de música,1,NR-4 2023
60101,6010-1/00,Atividades de rádio,2,NR-4 2023
60217,6021-7/00,Atividades de televisão aberta,2,NR-4 2023
60225,6022-5/01,Programadoras,1,NR-4 2023
60225,6022-5/02,"Atividades relacionadas à televisão por assinatura, exceto programadoras",1,NR-4 2023
61108,6110-8/01,Serviços de telefonia fixa comutada - STFC,2,NR-4 2023
61108,6110-8/02,Serviços de redes de transporte de telecomunicações - SRTT,2,NR-4 2023
61108,6110-8/03,Serviços de comunicação multimídia - SCM,2,NR-4 2023
61108,6110-8/99,Serviços de telecomunicações por fio não especificados anteriormente,2,NR-4 2023
61205,6120-5/01,Telefonia móvel celular,3,NR-4 2023
61205,6120-5/02,Serviço móvel especializado - SME,3,NR-4 2023
61205,6120-5/99,Serviços de telecomunicações sem fio não especificados anteriormente,3,NR-4 2023
61302,6130-2/00,Telecomunicações por satélite,4,NR-4 2023
61418,6141-8/00,Operadoras de televisão por assinatura por cabo,2,NR-4 2023
61426,6142-6/00,Operadoras de televisão por assinatura por micro-ondas,2,NR-4 2023
61434,6143-4/00,Operadoras de televisão por assinatura por satélite,2,NR-4 2023
61906,6190-6/01,Provedores de acesso às redes de comunicações,2,NR-4 2023
61906,6190-6/02,Provedores de voz sobre protocolo Internet - VOIP,2,NR-4 2023
61906,6190-6/99,Outras atividades de telecomunicações não especificadas anteriormente,2,NR-4 2023
62091,6209-1/00,"Suporte técnico, manutenção e outros serviços em tecnologia da informação",1,NR-4 2023
63992,6399-2/00,Outras atividades de prestação de serviços de informação não especificadas anteriormente,1,NR-4 2023
64107,6410-7/00,Banco Central,2,NR-4 2023
64247,6424-7/01,Bancos cooperativos,3,NR-4 2023
64247,6424-7/02,Cooperativas centrais de crédito,3,NR-4 2023
64247,6424-7/03,Cooperativas de crédito mútuo,3,NR-4 2023
64247,6424-7/04,Cooperativas de crédito rural,3,NR-4 2023
64387,6438-7/01,Bancos de câmbio,4,NR-4 2023
64387,6438-7/99,Outras instituições de intermediação não monetária não especificadas anteriormente,4,NR-4 2023
64999,6499-9/01,Clubes de investimento,1,NR-4 2023
64999,6499-9/02,Sociedades de investimento,1,NR-4 2023
64999,6499-9/03,Fundo garantidor de crédito,1,NR-4 2023
64999,6499-9/04,Caixas de financiamento de corporações,1,NR-4 2023
64999,6499-9/05,Concessão de crédito pelas OSCIP,1,NR-4 2023
64999,6499-9/99,Outras atividades de serviços financeiros não especificadas anteriormente,1,NR-4 2023
65111,6511-1/01,Sociedade seguradora de seguros vida,1,NR-4 2023
65111,6511-1/02,Planos de auxílio-funeral,1,NR-4 2023
65120,6512-0/00,Sociedade seguradora de seguros não vida,2,NR-4 2023
65201,6520-1/00,Sociedade seguradora de seguros-saúde,3,NR-4 2023
65308,6530-8/00,Resseguros,4,NR-4 2023
65413,6541-3/00,Previdência complementar fechada,1,NR-4 2023
65421,6542-1/00,Previdência complementar aberta,1,NR-4 2023
65502,6550-2/00,Planos de saúde,1,NR-4 2023
66118,6611-8/01,Bolsa de valores,1,NR-4 2023
66118,6611-8/02,Bolsa de mercadorias,1,NR-4 2023
66118,6611-8/03,Bolsa de mercadorias e futuros,1,NR-4 2023
66118,6611-8/04,Administração de mercados de balcão organizados,1,NR-4 2023
66126,6612-6/01,Corretoras de títulos e valores mobiliários,1,NR-4 2023
66126,6612-6/02,Distribuidoras de títulos e valores mobiliários,1,NR-4 2023
66126,6612-6/03,Corretoras de câmbio,1,NR-4 2023
66126,6612-6/04,Corretoras de contratos de mercadorias,1,NR-4 2023
66126,6612-6/05,Agentes de investimentos em aplicações financeiras,1,NR-4 2023
66134,6613-4/00,Administração de cartões de crédito,1,NR-4 2023
66193,6619-3/01,Serviços de liquidação e custódia,2,NR-4 2023
66193,6619-3/02,Correspondentes de instituições financeiras,2,NR-4 2023
66193,6619-3/03,Representações de bancos estrangeiros,2,NR-4 2023
66193,6619-3/04,Caixas eletrônicos,2,NR-4 2023
66193,6619-3/05,Operadoras de cartões de débito,2,NR-4 2023
66193,6619-3/99,Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente,2,NR-4 2023
66215,6621-5/01,Peritos e avaliadores de seguros,1,NR-4 2023
66215,6621-5/02,Auditoria e consultoria atuarial,1,NR-4 2023
66223,6622-3/00,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde",1,NR-4 2023
66291,6629-1/00,"Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente",3,NR-4 2023
66304,6630-4/00,Atividades de administração de fundos por contrato ou comissão,1,NR-4 2023
68102,6810-2/01,Compra e venda de imóveis próprios,2,NR-4 2023
68102,6810-2/02,Aluguel de imóveis próprios,2,NR-4 2023
68102,6810-2/03,Loteamento de imóveis próprios,2,NR-4 2023
68218,6821-8/01,Corretagem na compra e venda e avaliação de imóveis,1,NR-4 2023
68218,6821-8/02,Corretagem no aluguel de imóveis,1,NR-4 2023
68226,6822-6/00,Gestão e administração da propriedade imobiliária,1,NR-4 2023
69117,6911-7/01,Serviços advocatícios,1,NR-4 2023
69117,6911-7/02,Atividades auxiliares da justiça,1,NR-4 2023
69117,6911-7/03,Agente de propriedade industrial,1,NR-4 2023
69125,6912-5/00,Cartórios,2,NR-4 2023
69206,6920-6/01,Atividades de contabilidade,1,NR-4 2023
69206,6920-6/02,Atividades de consultoria e auditoria contábil e tributária,1,NR-4 2023
70204,7020-4/00,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",1,NR-4 2023
71111,7111-1/00,Serviços de arquitetura,1,NR-4 2023
71120,7112-0/00,Serviços de engenharia,1,NR-4 2023
71197,7119-7/01,"Serviços de cartografia, topografia e geodésia",2,NR-4 2023
71197,7119-7/02,Atividades de estudos geológicos,2,NR-4 2023
71197,7119-7/03,Serviços de desenho técnico relacionados à arquitetura e engenharia,2,NR-4 2023
71197,7119-7/04,Serviços de perícia técnica relacionados à segurança do trabalho,2,NR-4 2023
71197,7119-7/99,Atividades técnicas relacionadas à engenharia e arquitetura não especificadas anteriormente,2,NR-4 2023
71201,7120-1/00,Testes e análises técnicas,1,NR-4 2023
72100,7210-0/00,Pesquisa e desenvolvimento experimental em ciências físicas e naturais,2,NR-4 2023
72207,7220-7/00,Pesquisa e desenvolvimento experimental em ciências sociais e humanas,1,NR-4 2023
73114,7311-4/00,Agências de publicidade,1,NR-4 2023
73122,7312-2/00,"Agenciamento de espaços para publicidade, exceto em veículos de comunicação",1,NR-4 2023
73190,7319-0/01,Criação de estandes para feiras e exposições,2,NR-4 2023
73190,7319-0/02,Promoção de vendas,2,NR-4 2023
73190,7319-0/03,Marketing direto,2,NR-4 2023
73190,7319-0/04,Consultoria em publicidade,2,NR-4 2023
73190,7319-0/99,Outras atividades de publicidade não especificadas anteriormente,2,NR-4 2023
73203,7320-3/00,Pesquisas de mercado e de opinião pública,1,NR-4 2023
74102,7410-2/02,Design de interiores,2,NR-4 2023
74102,7410-2/03,Desing de produto,2,NR-4 2023
74102,7410-2/99,Atividades de desing não especificadas anteriormente,2,NR-4 2023
74200,7420-0/01,"Atividades de produção de fotografias, exceto aérea e submarina",2,NR-4 2023
74200,7420-0/02,Atividades de produção de fotografias aéreas e submarinas,2,NR-4 2023
74200,7420-0/03,Laboratórios fotográficos,2,NR-4 2023
74200,7420-0/04,Filmagem de festas e eventos,2,NR-4 2023
74200,7420-0/05,Serviços de microfilmagem,2,NR-4 2023
74901,7490-1/01,"Serviços de tradução, interpretação e similares",1,NR-4 2023
74901,7490-1/02,Escafandria e mergulho,1,NR-4 2023
74901,7490-1/03,Serviços de agronomia e de consultoria às atividades agrícolas e pecuárias,1,NR-4 2023
74901,7490-1/04,"Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários",1,NR-4 2023
74901,7490-1/05,"Agenciamento de profissionais para atividades esportivas, culturais e artísticas",1,NR-4 2023
74901,7490-1/99,"Outras atividades profissionais, científicas e técnicas não especificadas anteriormente",1,NR-4 2023
75001,7500-1/00,Atividades veterinárias,1,NR-4 2023
77110,7711-0/00,Locação de automóveis sem condutor,1,NR-4 2023
77195,7719-5/01,"Locação de embarcações sem tripulação, exceto para fins
recreativos",2,NR-4 2023
77195,7719-5/02,Locação de aeronaves sem tripulação,2,NR-4 2023
77195,7719-5/99,"Locação de outros meios de transporte não especificados anteriormente, sem condutor",2,NR-4 2023
77217,7721-7/00,Aluguel de equipamentos recreativos e esportivos,1,NR-4 2023
77225,7722-5/00,"Aluguel de fitas de vídeo, DVDs e similares",1,NR-4 2023
77233,7723-3/00,"Aluguel de objetos do vestuário, jóias e acessórios",1,NR-4 2023
77292,7729-2/01,Aluguel de aparelhos de jogos eletrônicos,3,NR-4 2023
77292,7729-2/02,"Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal; instrumentos musicais",3,NR-4 2023
77292,7729-2/03,Aluguel de material médico,3,NR-4 2023
77292,7729-2/99,Aluguel de outros objetos pessoais e domésticos não especificados anteriormente,3,NR-4 2023
77314,7731-4/00,Aluguel de máquinas e equipamentos agrícolas sem operador,1,NR-4 2023
77322,7732-2/01,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",1,NR-4 2023
77322,7732-2/02,Aluguel de andaimes,1,NR-4 2023
77331,7733-1/00,Aluguel de máquinas e equipamentos para escritório,1,NR-4 2023
77390,7739-0/01,"Aluguel de máquinas e equipamentos para extração de minérios e petróleo, sem operador",4,NR-4 2023
